ダウンロードした時刻：2025/04/21 18:39:30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲
年,月,日,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(時間),平年値(時間),,,,平年値(℃),平年値(℃),,,,平年値(℃),平年値(℃)
,,,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2024,6,3,10.1,8,1,19.4,8,0.5,8,1,3.5,8,1.8,8,1,6.5,8,20.7,8,1,24.8,8,11.5,8,1,14.2,8
2024,6,4,10.1,8,1,19.6,8,2,8,1,3.5,8,5.1,8,1,6.4,8,22.2,8,1,24.9,8,14.1,8,1,14.4,8
2024,6,5,10.1,8,1,19.7,8,0,8,1,3.5,8,11.9,8,1,6.4,8,25,8,1,25,8,12.1,8,1,14.6,8
2024,6,6,10.1,8,1,19.9,8,0,8,1,3.5,8,2.7,8,1,6.3,8,27,8,1,25.2,8,14.8,8,1,14.8,8
2024,6,7,10.1,8,1,20.1,8,0,8,1,3.5,8,12.2,8,1,6.2,8,28.7,8,1,25.3,8,15.5,8,1,15.1,8
2024,6,8,10.1,8,1,20.2,8,10.5,8,1,3.6,8,6.9,8,1,6.1,8,29.7,8,1,25.4,8,14.8,8,1,15.3,8
2024,6,9,10.1,8,1,20.4,8,11.5,8,1,3.8,8,0,8,1,6,8,23.8,8,1,25.5,8,18.2,8,1,15.5,8
2024,6,10,10.1,8,1,20.5,8,1.5,8,1,4,8,13.2,8,1,6,8,25.6,8,1,25.6,8,18.2,8,1,15.7,8
2024,6,11,10.1,8,1,20.6,8,0,8,1,4.2,8,12.5,8,1,5.9,8,28.1,8,1,25.7,8,17.2,8,1,15.9,8
2024,6,12,10.1,8,1,20.8,8,0,8,1,4.4,8,12.3,8,1,5.8,8,29.5,8,1,25.8,8,16.6,8,1,16.1,8
2024,6,13,10.1,8,1,20.9,8,0,8,1,4.7,8,13.6,8,1,5.7,8,31.6,8,1,25.8,8,16.9,8,1,16.3,8
2024,6,14,10.1,8,1,21,8,0,8,1,5,8,12.4,8,1,5.7,8,31,8,1,25.9,8,17.4,8,1,16.5,8
2024,6,15,10.1,8,1,21.1,8,0,8,1,5.4,8,10.2,8,1,5.6,8,32.1,8,1,26,8,18.5,8,1,16.7,8
2024,6,16,10.1,8,1,21.2,8,0,8,1,5.7,8,5.3,8,1,5.5,8,27.9,8,1,26,8,18.5,8,1,16.8,8
2024,6,17,10.1,8,1,21.3,8,1.5,8,1,6.1,8,1.9,8,1,5.4,8,27.4,8,1,26.1,8,17.2,8,1,17,8
2024,6,18,10.1,8,1,21.4,8,6.5,8,1,6.5,8,11.8,8,1,5.3,8,27.1,8,1,26.1,8,17.9,8,1,17.2,8
2024,6,19,10.1,8,1,21.6,8,0,8,1,6.8,8,13.5,8,1,5.1,8,33.1,8,1,26.2,8,15.4,8,1,17.4,8
2024,6,20,10.1,8,1,21.7,8,0,8,1,7.3,8,0.2,8,1,5,8,28.9,8,1,26.3,8,18.3,8,1,17.6,8
2024,6,21,10.1,8,1,21.8,8,0,8,1,7.7,8,9.2,8,1,4.9,8,29.7,8,1,26.4,8,19.9,8,1,17.8,8
2024,6,22,10.1,8,1,22,8,35.5,8,1,8.1,8,0,8,1,4.7,8,29.2,8,1,26.4,8,20.4,8,1,18,8
2024,6,23,10.1,8,1,22.1,8,82,8,1,8.5,8,0,8,1,4.6,8,26.3,8,1,26.5,8,23.8,8,1,18.2,8
2024,6,24,10.1,8,1,22.3,8,0,8,1,9,8,2.7,8,1,4.5,8,29,8,1,26.6,8,23,8,1,18.5,8
2024,6,25,10.1,8,1,22.4,8,0,8,1,9.4,8,0.6,8,1,4.4,8,26.7,8,1,26.7,8,20.8,8,1,18.7,8
2024,6,26,10.1,8,1,22.6,8,0,8,1,9.8,8,4.6,8,1,4.3,8,27,8,1,26.8,8,19.2,8,1,18.9,8
2024,6,27,10.1,8,1,22.8,8,0,8,1,10.1,8,0,8,1,4.3,8,26.1,8,1,27,8,17.8,8,1,19.1,8
2024,6,28,10.1,8,1,22.9,8,27.5,8,1,10.4,8,0,8,1,4.2,8,22.9,8,1,27.1,8,21,8,1,19.4,8
2024,6,29,10.1,8,1,23.1,8,0.5,8,1,10.7,8,1.8,8,1,4.2,8,27.4,8,1,27.2,8,19.1,8,1,19.6,8
2024,6,30,10.1,8,1,23.3,8,25,8,1,10.8,8,0.3,8,1,4.2,8,29.4,8,1,27.3,8,24.2,8,1,19.7,8
2024,7,1,39.9,8,1,23.4,8,1.5,8,1,10.8,8,1.1,8,1,4.2,8,28.1,8,1,27.4,8,23.9,8,1,19.9,8
2024,7,2,39.9,8,1,23.6,8,3.5,8,1,10.8,8,1.3,8,1,4.2,8,30.7,8,1,27.5,8,23.7,8,1,20.1,8
2024,7,3,39.9,8,1,23.7,8,0,8,1,10.7,8,9.3,8,1,4.3,8,34.1,8,1,27.7,8,24.9,8,1,20.2,8
2024,7,4,39.9,8,1,23.8,8,0,8,1,10.5,8,2.9,8,1,4.3,8,29.3,8,1,27.8,8,23.5,8,1,20.4,8
2024,7,5,39.9,8,1,24,8,0,8,1,10.3,8,10.3,8,1,4.4,8,33.2,8,1,28,8,21.7,8,1,20.5,8
2024,7,6,39.9,8,1,24.1,8,0,8,1,10.1,8,9.9,8,1,4.5,8,31.8,8,1,28.1,8,23.9,8,1,20.7,8
2024,7,7,39.9,8,1,24.2,8,0,8,1,9.9,8,12.2,8,1,4.5,8,32.7,8,1,28.2,8,23.7,8,1,20.8,8
2024,7,8,39.9,8,1,24.4,8,0,8,1,9.7,8,2,8,1,4.6,8,31.1,8,1,28.4,8,24.8,8,1,20.9,8
2024,7,9,39.9,8,1,24.5,8,211.5,8,1,9.6,8,0,8,1,4.7,8,29.9,8,1,28.5,8,22.9,8,1,21,8
2024,7,10,39.9,8,1,24.6,8,48.5,8,1,9.4,8,0,8,1,4.8,8,29.6,8,1,28.7,8,22.1,8,1,21.1,8
2024,7,11,39.9,8,1,24.7,8,9,8,1,9.3,8,0,8,1,4.9,8,25.3,8,1,28.8,8,22.2,8,1,21.2,8
2024,7,12,39.9,8,1,24.9,8,0,8,1,9.1,8,3.9,8,1,5,8,27.4,8,1,29,8,21.3,8,1,21.3,8
2024,7,13,39.9,8,1,25,8,0,8,1,8.9,8,6.4,8,1,5.2,8,32.1,8,1,29.1,8,21.1,8,1,21.4,8
2024,7,14,39.9,8,1,25.1,8,16,8,1,8.7,8,0,8,1,5.3,8,26.2,8,1,29.2,8,22.3,8,1,21.5,8
2024,7,15,39.9,8,1,25.2,8,23,8,1,8.5,8,0,8,1,5.5,8,26.8,8,1,29.4,8,22.1,8,1,21.6,8
2024,7,16,39.9,8,1,25.3,8,1,8,1,8.1,8,0.6,8,1,5.7,8,29.3,8,1,29.5,8,22.6,8,1,21.6,8
2024,7,17,39.9,8,1,25.4,8,0.5,8,1,7.8,8,1.4,8,1,5.9,8,31.6,8,1,29.7,8,24,8,1,21.7,8
2024,7,18,39.9,8,1,25.6,8,0,8,1,7.3,8,6,8,1,6.1,8,33.8,8,1,29.8,8,22.6,8,1,21.8,8
2024,7,19,39.9,8,1,25.7,8,4.5,8,1,6.9,8,1.3,8,1,6.3,8,32.4,8,1,30,8,24.1,8,1,21.9,8
2024,7,20,39.9,8,1,25.8,8,4,8,1,6.4,8,0.8,8,1,6.5,8,30.8,8,1,30.1,8,24.8,8,1,22,8
2024,7,21,39.9,8,1,25.9,8,0,8,1,6,8,12.7,8,1,6.6,8,33.6,8,1,30.3,8,24.5,8,1,22.1,8
2024,7,22,39.9,8,1,26.1,8,0,8,1,5.6,8,12.2,8,1,6.8,8,33.5,8,1,30.4,8,25,8,1,22.2,8
2024,7,23,39.9,8,1,26.2,8,0,8,1,5.2,8,11.7,8,1,6.9,8,33.6,8,1,30.6,8,24.6,8,1,22.3,8
2024,7,24,39.9,8,1,26.3,8,11.5,8,1,4.8,8,4.7,8,1,7.1,8,32.5,8,1,30.7,8,24.5,8,1,22.3,8
2024,7,25,39.9,8,1,26.4,8,0,8,1,4.5,8,10.1,8,1,7.2,8,34.1,8,1,30.9,8,24.8,8,1,22.4,8
2024,7,26,39.9,8,1,26.5,8,2,8,1,4.2,8,10,8,1,7.2,8,36.6,8,1,31,8,25.4,8,1,22.5,8
2024,7,27,39.9,8,1,26.6,8,0,8,1,3.9,8,10.4,8,1,7.3,8,34.7,8,1,31.1,8,25.4,8,1,22.6,8
2024,7,28,39.9,8,1,26.7,8,0,8,1,3.8,8,13.2,8,1,7.4,8,32.9,8,1,31.2,8,25,8,1,22.7,8
2024,7,29,39.9,8,1,26.8,8,0,8,1,3.6,8,12.3,8,1,7.4,8,32.4,8,1,31.3,8,26.4,8,1,22.7,8
2024,7,30,39.9,8,1,26.9,8,0,8,1,3.5,8,9.7,8,1,7.5,8,31.5,8,1,31.5,8,26.9,8,1,22.8,8
2024,7,31,39.9,8,1,26.9,8,0,8,1,3.4,8,12.1,8,1,7.5,8,32.4,8,1,31.6,8,25.8,8,1,22.8,8
2024,8,1,39.9,8,1,27,8,0,8,1,3.4,8,12,8,1,7.5,8,33.4,8,1,31.7,8,25.1,8,1,22.9,8
2024,8,2,39.9,8,1,27,8,0,8,1,3.4,8,13,8,1,7.5,8,34,8,1,31.8,8,23.6,8,1,22.9,8
2024,8,3,39.9,8,1,27.1,8,0,8,1,3.5,8,11.6,8,1,7.5,8,33.6,8,1,31.9,8,24.8,8,1,22.9,8
2024,8,4,39.9,8,1,27.1,8,0,8,1,3.6,8,9.1,8,1,7.5,8,35.1,8,1,31.9,8,26.3,8,1,22.9,8
2024,8,5,39.9,8,1,27.1,8,0,8,1,3.7,8,12.7,8,1,7.4,8,34.6,8,1,32,8,23.7,8,1,22.9,8
2024,8,6,39.9,8,1,27.1,8,0,8,1,3.9,8,7.4,8,1,7.4,8,33.7,8,1,32,8,24.8,8,1,22.9,8
2024,8,7,39.9,8,1,27.1,8,0,8,1,4,8,12.8,8,1,7.3,8,33.9,8,1,32,8,23.6,8,1,22.9,8
2024,8,8,39.9,8,1,27.1,8,0,8,1,4.2,8,12.2,8,1,7.2,8,35.1,8,1,32,8,21.5,8,1,22.9,8
2024,8,9,39.9,8,1,27,8,0,8,1,4.4,8,9.6,8,1,7.1,8,33.1,8,1,32,8,24,8,1,22.9,8
2024,8,10,39.9,8,1,27,8,0,8,1,4.6,8,12.1,8,1,7.1,8,33.6,8,1,31.9,8,23.2,8,1,22.9,8
2024,8,11,39.9,8,1,26.9,8,0,8,1,4.8,8,11.8,8,1,7,8,33.5,8,1,31.8,8,22.3,8,1,22.9,8
2024,8,12,39.9,8,1,26.9,8,0,8,1,4.9,8,11.7,8,1,6.9,8,33.6,8,1,31.7,8,21.8,8,1,22.8,8
2024,8,13,39.9,8,1,26.8,8,0,8,1,5,8,10,8,1,6.8,8,33.8,8,1,31.7,8,24.7,8,1,22.8,8
2024,8,14,39.9,8,1,26.7,8,0,8,1,5,8,12.1,8,1,6.8,8,35,8,1,31.6,8,24.5,8,1,22.7,8
2024,8,15,39.9,8,1,26.6,8,0,8,1,5,8,9.8,8,1,6.7,8,34.3,8,1,31.5,8,25.6,8,1,22.7,8
2024,8,16,39.9,8,1,26.6,8,0,8,1,5,8,9.6,8,1,6.7,8,33.2,8,1,31.4,8,24,8,1,22.6,8
2024,8,17,39.9,8,1,26.5,8,0,8,1,5,8,10.5,8,1,6.6,8,33,8,1,31.3,8,22.9,8,1,22.5,8
2024,8,18,39.9,8,1,26.4,8,0,8,1,4.9,8,11.7,8,1,6.6,8,34.9,8,1,31.2,8,22.5,8,1,22.4,8
2024,8,19,39.9,8,1,26.3,8,0,8,1,4.9,8,6,8,1,6.5,8,35.1,8,1,31.1,8,24.2,8,1,22.3,8
2024,8,20,39.9,8,1,26.2,8,0,8,1,4.8,8,3.1,8,1,6.5,8,35.8,8,1,31,8,26,8,1,22.2,8
2024,8,21,39.9,8,1,26.1,8,0,8,1,4.8,8,8.9,8,1,6.4,8,35.4,8,1,31,8,24.7,8,1,22.1,8
2024,8,22,39.9,8,1,26,8,0,8,1,4.8,8,11.7,8,1,6.4,8,35.4,8,1,30.9,8,24.5,8,1,22,8
2024,8,23,39.9,8,1,25.9,8,0,8,1,4.8,8,10.9,8,1,6.3,8,35.4,8,1,30.8,8,27.8,8,1,21.9,8
2024,8,24,39.9,8,1,25.8,8,0,8,1,4.9,8,7.3,8,1,6.3,8,34.2,8,1,30.7,8,26.2,8,1,21.7,8
2024,8,25,39.9,8,1,25.7,8,2,8,1,5,8,1.8,8,1,6.2,8,31.8,8,1,30.6,8,23.6,8,1,21.6,8
2024,8,26,39.9,8,1,25.6,8,4.5,8,1,5.1,8,8.9,8,1,6.1,8,35.1,8,1,30.5,8,22.6,8,1,21.5,8
2024,8,27,39.9,8,1,25.5,8,7.5,8,1,5.3,8,3.3,8,1,6,8,35.7,8,1,30.4,8,24,8,1,21.4,8
2024,8,28,39.9,8,1,25.3,8,0.5,8,1,5.5,8,2.6,8,1,5.9,8,32.7,8,1,30.3,8,24.4,8,1,21.3,8
2024,8,29,39.9,8,1,25.2,8,11,8,1,5.7,8,0,8,1,5.9,8,26.9,8,1,30.1,8,24.2,8,1,21.1,8
2024,8,30,39.9,8,1,25.1,8,108,8,1,5.9,8,0,8,1,5.8,8,29.3,8,1,30,8,24.2,8,1,21,8
2024,8,31,39.9,8,1,24.9,8,4.5,8,1,6.1,8,2.2,8,1,5.7,8,30.1,8,1,29.8,8,23.7,8,1,20.9,8
2024,9,1,40,8,1,24.8,8,0,8,1,6.3,8,12,8,1,5.6,8,31.7,8,1,29.7,8,21.9,8,1,20.8,8
2024,9,2,40,8,1,24.6,8,0,8,1,6.4,8,10.7,8,1,5.5,8,32.8,8,1,29.5,8,19.6,8,1,20.6,8
2024,9,3,40,8,1,24.5,8,0,8,1,6.6,8,6.2,8,1,5.4,8,31.1,8,1,29.3,8,22.2,8,1,20.5,8
2024,9,4,40,8,1,24.3,8,0,8,1,6.7,8,11.7,8,1,5.4,8,30.9,8,1,29.1,8,20.3,8,1,20.3,8
2024,9,5,40,8,1,24.1,8,0,8,1,6.8,8,11.4,8,1,5.3,8,31.3,8,1,29,8,19.6,8,1,20.2,8
2024,9,6,40,8,1,23.9,8,0,8,1,6.8,8,11.3,8,1,5.3,8,32,8,1,28.8,8,19.4,8,1,20,8
2024,9,7,40,8,1,23.8,8,0,8,1,6.9,8,11.7,8,1,5.2,8,31.7,8,1,28.6,8,21.2,8,1,19.8,8
2024,9,8,40,8,1,23.6,8,0,8,1,6.8,8,8.8,8,1,5.2,8,33.3,8,1,28.4,8,22.9,8,1,19.6,8
2024,9,9,40,8,1,23.4,8,0,8,1,6.8,8,11.4,8,1,5.1,8,33,8,1,28.3,8,24.4,8,1,19.4,8
2024,9,10,40,8,1,23.3,8,5.5,8,1,6.7,8,8.6,8,1,5.1,8,35.8,8,1,28.1,8,22.8,8,1,19.2,8
2024,9,11,40,8,1,23.1,8,2,8,1,6.7,8,6.1,8,1,5.1,8,35.5,8,1,27.9,8,24.4,8,1,19,8
2024,9,12,40,8,1,22.9,8,0,8,1,6.6,8,8,8,1,5.1,8,33.8,8,1,27.8,8,23.7,8,1,18.9,8
2024,9,13,40,8,1,22.8,8,0,8,1,6.5,8,9.7,8,1,5.1,8,33.9,8,1,27.6,8,23.7,8,1,18.7,8
2024,9,14,40,8,1,22.6,8,0,8,1,6.4,8,10.3,8,1,5.1,8,34.3,8,1,27.5,8,23.4,8,1,18.5,8
2024,9,15,40,8,1,22.4,8,0,8,1,6.3,8,2.5,8,1,5.1,8,33.7,8,1,27.3,8,26.2,8,1,18.2,8
2024,9,16,40,8,1,22.2,8,0,8,1,6.2,8,9.3,8,1,5.1,8,33.9,8,1,27.1,8,26.3,8,1,18,8
2024,9,17,40,8,1,22,8,0,8,1,6.1,8,9.5,8,1,5.1,8,33.6,8,1,27,8,25.5,8,1,17.8,8
2024,9,18,40,8,1,21.8,8,0,8,1,6,8,9,8,1,5.1,8,33.5,8,1,26.8,8,24.7,8,1,17.6,8
2024,9,19,40,8,1,21.6,8,0,8,1,5.9,8,6.9,8,1,5.1,8,35.8,8,1,26.6,8,24,8,1,17.3,8
2024,9,20,40,8,1,21.4,8,0,8,1,5.8,8,8.1,8,1,5.1,8,35.8,8,1,26.4,8,24.2,8,1,17.1,8
2024,9,21,40,8,1,21.2,8,12,8,1,5.7,8,0,8,1,5.1,8,29.2,8,1,26.2,8,24.5,8,1,16.9,8
2024,9,22,40,8,1,21,8,9,8,1,5.6,8,0.9,8,1,5.1,8,26.7,8,1,26,8,20.1,8,1,16.6,8
2024,9,23,40,8,1,20.8,8,0.5,8,1,5.5,8,7.1,8,1,5.1,8,26.6,8,1,25.9,8,18.2,8,1,16.4,8
2024,9,24,40,8,1,20.6,8,0,8,1,5.5,8,7.1,8,1,5,8,28.4,8,1,25.7,8,17.5,8,1,16.2,8
2024,9,25,40,8,1,20.4,8,0,8,1,5.4,8,6.1,8,1,5,8,30.8,8,1,25.5,8,19.3,8,1,16,8
2024,9,26,40,8,1,20.2,8,0,8,1,5.3,8,10.6,8,1,5,8,30.8,8,1,25.3,8,20,8,1,15.8,8
2024,9,27,40,8,1,20.1,8,0,8,1,5.2,8,8.6,8,1,4.9,8,29.7,8,1,25.1,8,21,8,1,15.6,8
2024,9,28,40,8,1,19.9,8,0,8,1,5.1,8,2.2,8,1,4.9,8,27.6,8,1,25,8,21.5,8,1,15.4,8
2024,9,29,40,8,1,19.7,8,0,8,1,4.9,8,8.2,8,1,4.9,8,28.6,8,1,24.8,8,18.7,8,1,15.2,8
2024,9,30,40,8,1,19.6,8,0,8,1,4.7,8,10.7,8,1,4.8,8,30.9,8,1,24.6,8,19.5,8,1,15,8
2024,10,1,40,8,1,19.4,8,0,8,1,4.6,8,8.6,8,1,4.8,8,28.1,8,1,24.5,8,18.9,8,1,14.9,8
2024,10,2,40,8,1,19.2,8,32,8,1,4.4,8,0,8,1,4.8,8,23,8,1,24.3,8,16.2,8,1,14.7,8
2024,10,3,40,8,1,19.1,8,19.5,8,1,4.2,8,0,8,1,4.8,8,21,8,1,24.2,8,16.9,8,1,14.5,8
2024,10,4,40,8,1,18.9,8,3.5,8,1,4.1,8,0.8,8,1,4.9,8,21.5,8,1,24,8,15.1,8,1,14.3,8
2024,10,5,40,8,1,18.7,8,0,8,1,3.9,8,9.9,8,1,4.9,8,24.9,8,1,23.9,8,14.9,8,1,14.1,8
2024,10,6,40,8,1,18.6,8,16.5,8,1,3.7,8,3.1,8,1,5,8,26.5,8,1,23.7,8,15.5,8,1,13.9,8
2024,10,7,40,8,1,18.4,8,13,8,1,3.6,8,0,8,1,5,8,20.4,8,1,23.6,8,17.6,8,1,13.7,8
2024,10,8,40,8,1,18.2,8,22,8,1,3.5,8,0,8,1,5.1,8,20.3,8,1,23.4,8,16.9,8,1,13.5,8
2024,10,9,40,8,1,18,8,2,8,1,3.4,8,3.5,8,1,5.1,8,23.3,8,1,23.3,8,14.3,8,1,13.2,8
2024,10,10,40,8,1,17.8,8,0.5,8,1,3.4,8,8.5,8,1,5.2,8,24.2,8,1,23.1,8,12.5,8,1,13,8
2024,10,11,40,8,1,17.6,8,0,8,1,3.4,8,9.1,8,1,5.2,8,23.7,8,1,23,8,11.1,8,1,12.7,8
2024,10,12,40,8,1,17.4,8,0,8,1,3.5,8,10.5,8,1,5.3,8,24.9,8,1,22.8,8,10.8,8,1,12.5,8
2024,10,13,40,8,1,17.2,8,0,8,1,3.6,8,10.4,8,1,5.3,8,25.3,8,1,22.6,8,12.8,8,1,12.2,8
2024,10,14,40,8,1,17,8,0,8,1,3.7,8,6.1,8,1,5.4,8,28.8,8,1,22.4,8,14.1,8,1,12,8
2024,10,15,40,8,1,16.8,8,4,8,1,3.8,8,0.9,8,1,5.4,8,27.9,8,1,22.3,8,18.7,8,1,11.7,8
2024,10,16,40,8,1,16.6,8,0.5,8,1,3.9,8,4.8,8,1,5.4,8,26.2,8,1,22.1,8,19.5,8,1,11.5,8
2024,10,17,40,8,1,16.4,8,0,8,1,4,8,6,8,1,5.3,8,26.6,8,1,21.9,8,19,8,1,11.3,8
2024,10,18,40,8,1,16.2,8,0,8,1,4.1,8,4.1,8,1,5.3,8,30.7,8,1,21.7,8,18.2,8,1,11.1,8
2024,10,19,40,8,1,16,8,26,8,1,4.2,8,0,8,1,5.2,8,26.3,8,1,21.5,8,12.4,8,1,10.9,8
2024,10,20,40,8,1,15.8,8,0.5,8,1,4.3,8,1.9,8,1,5.2,8,19.2,8,1,21.3,8,12.8,8,1,10.7,8
2024,10,21,40,8,1,15.6,8,0,8,1,4.3,8,3.1,8,1,5.1,8,21.8,8,1,21.1,8,9.5,8,1,10.5,8
2024,10,22,40,8,1,15.5,8,13.5,8,1,4.3,8,0,8,1,5,8,24.1,8,1,20.9,8,16.3,8,1,10.4,8
2024,10,23,40,8,1,15.3,8,3.5,8,1,4.3,8,1.5,8,1,4.9,8,25.1,8,1,20.7,8,14.6,8,1,10.2,8
2024,10,24,40,8,1,15.1,8,0,8,1,4.2,8,4.8,8,1,4.8,8,22.7,8,1,20.5,8,12.7,8,1,10.1,8
2024,10,25,40,8,1,15,8,0,8,1,4.1,8,7.8,8,1,4.8,8,22.5,8,1,20.3,8,12.6,8,1,9.9,8
2024,10,26,40,8,1,14.8,8,0,8,1,4,8,7.1,8,1,4.7,8,22.8,8,1,20.1,8,12.4,8,1,9.7,8
2024,10,27,40,8,1,14.6,8,19.5,8,1,3.9,8,0,8,1,4.7,8,23.1,8,1,19.9,8,14.7,8,1,9.5,8
2024,10,28,40,8,1,14.4,8,10,8,1,3.8,8,0,8,1,4.6,8,18,8,1,19.8,8,14.4,8,1,9.4,8
2024,10,29,40,8,1,14.3,8,0,8,1,3.7,8,0.3,8,1,4.6,8,20.2,8,1,19.6,8,12.4,8,1,9.2,8
2024,10,30,40,8,1,14.1,8,0,8,1,3.6,8,8,8,1,4.6,8,22.6,8,1,19.4,8,11.3,8,1,9,8
2024,10,31,40,8,1,14,8,0,8,1,3.5,8,3.9,8,1,4.6,8,20.9,8,1,19.3,8,10.9,8,1,8.9,8
2024,11,1,40.1,8,1,13.9,8,59.5,8,1,3.5,8,0,8,1,4.6,8,17.7,8,1,19.2,8,12.9,8,1,8.7,8
2024,11,2,40.1,8,1,13.7,8,101.5,8,1,3.4,8,0,8,1,4.6,8,19.1,8,1,19.1,8,15,8,1,8.6,8
2024,11,3,40.1,8,1,13.6,8,0,8,1,3.4,8,9.7,8,1,4.5,8,21.2,8,1,18.9,8,9.7,8,1,8.5,8
2024,11,4,40.1,8,1,13.5,8,0,8,1,3.4,8,9.5,8,1,4.5,8,22.5,8,1,18.8,8,8.6,8,1,8.4,8
2024,11,5,40.1,8,1,13.4,8,5,8,1,3.4,8,1,8,1,4.5,8,19.5,8,1,18.7,8,13.1,8,1,8.3,8
2024,11,6,40.1,8,1,13.3,8,6.5,8,1,3.4,8,1.5,8,1,4.4,8,16.7,8,1,18.5,8,10.1,8,1,8.2,8
2024,11,7,40.1,8,1,13.2,8,0,8,1,3.5,8,3.6,8,1,4.3,8,16.1,8,1,18.4,8,6.8,8,1,8.1,8
2024,11,8,40.1,8,1,13.1,8,0,8,1,3.5,8,8.5,8,1,4.2,8,18.7,8,1,18.2,8,5.2,8,1,8.1,8
2024,11,9,40.1,8,1,12.9,8,0,8,1,3.6,8,8.2,8,1,4.1,8,19.5,8,1,18,8,5,8,1,8,8
2024,11,10,40.1,8,1,12.8,8,0,8,1,3.7,8,4.3,8,1,4,8,20,8,1,17.8,8,8,8,1,7.9,8
2024,11,11,40.1,8,1,12.6,8,0,8,1,3.8,8,0,4,1,3.9,8,21.1,8,1,17.5,8,10.1,8,1,7.7,8
2024,11,12,40.1,8,1,12.4,8,0,8,1,3.9,8,5.7,8,1,3.7,8,20.9,8,1,17.2,8,7.8,8,1,7.6,8
2024,11,13,40.1,5,1,12.2,8,0,8,1,3.9,8,9.2,8,1,3.6,8,19.4,5,1,17,8,9,5,1,7.4,8
2024,11,14,40.1,8,1,12,8,0,8,1,4,8,8.1,8,1,3.5,8,19.9,8,1,16.7,8,7.1,8,1,7.2,8
2024,11,15,40.1,8,1,11.7,8,0.5,8,1,4,8,0,8,1,3.5,8,18.4,8,1,16.5,8,13.2,8,1,7,8
2024,11,16,40.1,8,1,11.5,8,0,8,1,4,8,2.3,8,1,3.4,8,21.1,8,1,16.2,8,12.2,8,1,6.8,8
2024,11,17,40.1,8,1,11.3,8,9.5,8,1,4,8,0,8,1,3.3,8,19.3,8,1,16,8,12.6,8,1,6.6,8
2024,11,18,40.1,8,1,11.1,8,10,8,1,3.9,8,0,8,1,3.3,8,13.2,8,1,15.8,8,8,8,1,6.4,8
2024,11,19,40.1,8,1,10.9,8,2,8,1,3.9,8,3,8,1,3.2,8,11.9,8,1,15.6,8,4.4,8,1,6.2,8
2024,11,20,40.1,8,1,10.7,8,0,8,1,3.8,8,9.1,8,1,3.2,8,15.9,8,1,15.4,8,2.6,8,1,6,8
2024,11,21,40.1,8,1,10.6,8,0,8,1,3.8,8,3.1,8,1,3.1,8,16.9,8,1,15.3,8,5,8,1,5.8,8
2024,11,22,40.1,8,1,10.4,8,3,8,1,3.7,8,1.2,8,1,3.1,8,17.1,8,1,15.1,8,8.4,8,1,5.7,8
2024,11,23,40.1,8,1,10.3,8,3.5,8,1,3.7,8,1.2,8,1,3,8,11.9,8,1,14.9,8,5,8,1,5.6,8
2024,11,24,40.1,8,1,10.2,8,0.5,8,1,3.8,8,3.2,8,1,3,8,13.3,8,1,14.8,8,2.7,8,1,5.5,8
2024,11,25,40.1,8,1,10,8,0,8,1,3.8,8,7.9,8,1,2.9,8,15.5,8,1,14.6,8,1.5,8,1,5.3,8
2024,11,26,40.1,8,1,9.9,8,13.5,8,1,3.9,8,0,8,1,2.9,8,20.4,8,1,14.5,8,3.7,8,1,5.2,8
2024,11,27,40.1,8,1,9.8,8,21,8,1,4,8,0,8,1,2.8,8,13.1,8,1,14.3,8,7.5,8,1,5.1,8
2024,11,28,40.1,8,1,9.6,8,10.5,8,1,4.2,8,1.3,8,1,2.7,8,12.2,8,1,14.1,8,6.5,8,1,5,8
2024,11,29,40.1,8,1,9.5,8,0.5,8,1,4.3,8,0.2,8,1,2.7,8,11.2,8,1,13.9,8,6.8,8,1,4.9,8
2024,11,30,40.1,8,1,9.3,8,0.5,8,1,4.5,8,0.2,8,1,2.6,8,11.5,8,1,13.7,8,4.3,8,1,4.8,8
2024,12,1,40.1,8,1,9.1,8,2.5,8,1,4.6,8,0.7,8,1,2.5,8,15.3,8,1,13.5,8,7.3,8,1,4.7,8
2024,12,2,40.1,8,1,8.9,8,0,8,1,4.7,8,8.6,8,1,2.5,8,18.3,8,1,13.3,8,6.4,8,1,4.5,8
2024,12,3,40.1,8,1,8.7,8,0,8,1,4.8,8,0,8,1,2.4,8,15.2,8,1,13,8,7.2,8,1,4.4,8
