ダウンロードした時刻：2025/04/21 18:39:30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲
年,月,日,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(時間),平年値(時間),,,,平年値(℃),平年値(℃),,,,平年値(℃),平年値(℃)
,,,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2024,12,4,40.1,8,1,8.6,8,0,8,1,4.9,8,1.6,8,1,2.4,8,12.5,8,1,12.8,8,7.3,8,1,4.3,8
2024,12,5,40.1,8,1,8.4,8,0,8,1,5,8,0.2,8,1,2.3,8,11.5,8,1,12.6,8,9.4,8,1,4.1,8
2024,12,6,40.1,8,1,8.2,8,0,8,1,5,8,1.3,8,1,2.2,8,12.7,8,1,12.4,8,9.2,8,1,4,8
2024,12,7,40.1,8,1,8.1,8,0,8,1,5,8,0.5,8,1,2.2,8,10.3,8,1,12.2,8,8.3,8,1,3.9,8
2024,12,8,40.1,8,1,7.9,8,12.5,8,1,5,8,0.1,8,1,2.1,8,9.9,8,1,11.9,8,3.4,8,1,3.8,8
2024,12,9,40.1,8,1,7.8,8,6.5,8,1,4.9,8,2.7,8,1,2.1,8,10.7,8,1,11.7,8,4.2,8,1,3.7,8
2024,12,10,40.1,8,1,7.6,8,1,8,1,4.8,8,0.4,8,1,2.1,8,12.4,8,1,11.6,8,4.8,8,1,3.6,8
2024,12,11,40.1,8,1,7.5,8,4.5,8,1,4.7,8,2.8,8,1,2,8,13,8,1,11.4,8,4.1,8,1,3.5,8
2024,12,12,40.1,8,1,7.4,8,0,8,1,4.6,8,3.5,8,1,2,8,10.8,8,1,11.2,8,4.4,8,1,3.5,8
2024,12,13,40.1,8,1,7.3,8,5,8,1,4.5,8,0.8,8,1,2,8,12,8,1,11.1,8,4.1,8,1,3.4,8
2024,12,14,40.1,8,1,7.2,8,20,8,1,4.4,8,0.6,8,1,2,8,7.8,8,1,11,8,1.5,8,1,3.3,8
2024,12,15,40.1,8,1,7.1,8,1.5,8,1,4.2,8,0.5,8,1,2,8,9.2,8,1,10.9,8,5.4,8,1,3.2,8
2024,12,16,40.1,8,1,7.1,8,0.5,8,1,4.1,8,0,8,1,2,8,8.8,8,1,10.8,8,6.2,8,1,3.2,8
2024,12,17,40.1,8,1,7,8,2.5,8,1,4,8,0.1,8,1,2,8,9.1,8,1,10.7,8,4.2,8,1,3.1,8
2024,12,18,40.1,8,1,6.9,8,3,8,1,4,8,0.6,8,1,2,8,9,8,1,10.7,8,2.2,8,1,3,8
2024,12,19,40.1,8,1,6.9,8,9,8,1,3.9,8,2.5,8,1,2,8,7.7,8,1,10.6,8,-0.6,8,1,3,8
2024,12,20,40.1,8,1,6.8,8,2,8,1,3.9,8,4.2,8,1,2,8,9.4,8,1,10.6,8,-2,8,1,2.9,8
2024,12,21,40.1,8,1,6.7,8,28,8,1,3.8,8,0,8,1,2,8,8.2,8,1,10.5,8,5.7,8,1,2.8,8
2024,12,22,40.1,8,1,6.7,8,6,8,1,3.8,8,0.7,8,1,2,8,7.1,8,1,10.4,8,1.8,8,1,2.8,8
2024,12,23,40.1,8,1,6.6,8,0.5,8,1,3.8,8,3.5,8,1,2,8,9.3,8,1,10.4,8,2.6,8,1,2.7,8
2024,12,24,40.1,8,1,6.5,8,0.5,8,1,3.8,8,3.3,8,1,2,8,11.6,8,1,10.3,8,3.2,8,1,2.6,8
2024,12,25,40.1,8,1,6.4,8,0,8,1,3.8,8,5.4,8,1,2,8,12,8,1,10.2,8,-0.1,8,1,2.5,8
2024,12,26,40.1,8,1,6.3,8,0,8,1,3.8,8,0.2,8,1,2,8,11.3,8,1,10.1,8,8.6,8,1,2.4,8
2024,12,27,40.1,8,1,6.2,8,0,8,1,3.8,8,0.5,8,1,2,8,8.8,8,1,10,8,5.6,8,1,2.3,8
2024,12,28,40.1,8,1,6.1,8,0,8,1,3.8,8,0.1,8,1,2,8,6.1,8,1,9.9,8,3.6,8,1,2.2,8
2024,12,29,40.1,8,1,6,8,0,8,1,3.8,8,0.3,8,1,2,8,8.6,8,1,9.8,8,3.7,8,1,2.1,8
2024,12,30,40.1,8,1,6,8,1,8,1,3.8,8,0.4,8,1,2,8,11.9,8,1,9.7,8,3.5,8,1,2.1,8
2024,12,31,40.1,8,1,5.9,8,4,8,1,3.8,8,0.1,8,1,2,8,11,8,1,9.6,8,3.2,8,1,2,8
2025,1,1,9.9,8,1,5.8,8,0.5,8,1,3.7,8,7.3,8,1,1.9,8,10.7,8,1,9.5,8,1.6,8,1,1.9,8
2025,1,2,9.9,8,1,5.7,8,0,8,1,3.8,8,2.7,8,1,1.9,8,12.1,8,1,9.4,8,1.9,8,1,1.8,8
2025,1,3,9.9,8,1,5.6,8,0,8,1,3.8,8,0.7,8,1,1.9,8,9.5,8,1,9.3,8,1.7,8,1,1.8,8
2025,1,4,9.9,8,1,5.5,8,0,8,1,3.8,8,1.8,8,1,1.9,8,8.8,8,1,9.2,8,3.8,8,1,1.7,8
2025,1,5,9.9,8,1,5.5,8,0,8,1,3.9,8,3.4,8,1,1.8,8,10.9,8,1,9.1,8,0.7,8,1,1.7,8
2025,1,6,9.9,8,1,5.4,8,7.5,8,1,3.9,8,0.8,8,1,1.8,8,11,8,1,9,8,6.7,8,1,1.6,8
2025,1,7,9.9,8,1,5.3,8,0.5,8,1,3.9,8,0.1,8,1,1.8,8,8,8,1,8.9,8,2.8,8,1,1.6,8
2025,1,8,9.9,8,1,5.3,8,3,8,1,4,8,2,8,1,1.8,8,7.8,8,1,8.9,8,2.5,8,1,1.5,8
2025,1,9,9.9,8,1,5.2,8,0.5,8,1,4.1,8,0.1,8,1,1.8,8,5.7,8,1,8.8,8,-2.8,8,1,1.5,8
2025,1,10,9.9,8,1,5.1,8,10,8,1,4.1,8,0.5,8,1,1.8,8,4.9,8,1,8.7,8,-3,8,1,1.5,8
2025,1,11,9.9,8,1,5.1,8,0,8,1,4.2,8,7.6,8,1,1.7,8,7.4,8,1,8.7,8,0.7,8,1,1.4,8
2025,1,12,9.9,8,1,5,8,0.5,8,1,4.2,8,2.4,8,1,1.7,8,7.2,8,1,8.6,8,-0.3,8,1,1.4,8
2025,1,13,9.9,8,1,5,8,7.5,8,1,4.3,8,0.8,8,1,1.8,8,7.8,8,1,8.6,8,4.6,8,1,1.3,8
2025,1,14,9.9,8,1,4.9,8,1.5,8,1,4.3,8,2,8,1,1.8,8,10.7,8,1,8.5,8,4.6,8,1,1.3,8
2025,1,15,9.9,8,1,4.9,8,1,8,1,4.3,8,0.7,8,1,1.8,8,10.2,8,1,8.5,8,2.5,8,1,1.3,8
2025,1,16,9.9,8,1,4.8,8,0.5,8,1,4.3,8,0.6,8,1,1.8,8,7.1,8,1,8.4,8,1.8,8,1,1.2,8
2025,1,17,9.9,8,1,4.8,8,1,8,1,4.3,8,1.2,8,1,1.7,8,7.6,8,1,8.4,8,0.7,8,1,1.2,8
2025,1,18,9.9,8,1,4.7,8,0,8,1,4.3,8,8.9,8,1,1.7,8,11.3,8,1,8.3,8,-2.1,8,1,1.1,8
2025,1,19,9.9,8,1,4.7,8,0,8,1,4.3,8,6.8,8,1,1.7,8,13.8,8,1,8.3,8,-0.3,8,1,1.1,8
2025,1,20,9.9,8,1,4.6,8,4,8,1,4.2,8,4.6,8,1,1.7,8,11.4,8,1,8.2,8,1.1,8,1,1,8
2025,1,21,9.9,8,1,4.5,8,0,8,1,4.2,8,5.5,8,1,1.7,8,12.4,8,1,8.1,8,1,8,1,1,8
2025,1,22,9.9,8,1,4.5,8,0,8,1,4.1,8,6.3,8,1,1.7,8,12.3,8,1,8.1,8,0.7,8,1,0.9,8
2025,1,23,9.9,8,1,4.4,8,0,8,1,4,8,7.6,8,1,1.7,8,13.1,8,1,8,8,0.7,8,1,0.9,8
2025,1,24,9.9,8,1,4.4,8,0.5,8,1,4,8,8.1,8,1,1.8,8,13,8,1,8,8,-1,8,1,0.8,8
2025,1,25,9.9,8,1,4.4,8,1.5,8,1,3.9,8,6.4,8,1,1.8,8,9.6,8,1,7.9,8,2.5,8,1,0.8,8
2025,1,26,9.9,8,1,4.3,8,1.5,8,1,3.8,8,4.6,8,1,1.8,8,9.3,8,1,7.9,8,0,8,1,0.8,8
2025,1,27,9.9,8,1,4.3,8,9,8,1,3.7,8,5.1,8,1,1.9,8,12.4,8,1,7.9,8,1.1,8,1,0.7,8
2025,1,28,9.9,8,1,4.3,8,9,8,1,3.6,8,1.3,8,1,1.9,8,6.2,8,1,7.9,8,0.6,8,1,0.7,8
2025,1,29,9.9,8,1,4.3,8,0.5,8,1,3.5,8,0.3,8,1,2,8,5.5,8,1,7.9,8,2.1,8,1,0.6,8
2025,1,30,9.9,8,1,4.3,8,0,8,1,3.4,8,0.2,8,1,2,8,6.4,8,1,8,8,2.8,8,1,0.6,8
2025,1,31,9.9,8,1,4.3,8,0,8,1,3.4,8,1.8,8,1,2.1,8,9.9,8,1,8,8,2.6,8,1,0.5,8
2025,2,1,9.9,8,1,4.3,8,14,8,1,3.3,8,0.1,8,1,2.2,8,7.9,8,1,8.1,8,0.1,8,1,0.5,8
2025,2,2,9.9,8,1,4.4,8,0,8,1,3.3,8,4.1,8,1,2.2,8,11.5,8,1,8.1,8,3.3,8,1,0.5,8
2025,2,3,9.9,8,1,4.4,8,0.5,8,1,3.3,8,0.5,8,1,2.3,8,9.4,8,1,8.2,8,3.1,8,1,0.5,8
2025,2,4,9.9,8,1,4.4,8,1.5,8,1,3.2,8,0.3,8,1,2.3,8,3.1,8,1,8.3,8,-1.3,8,1,0.5,8
2025,2,5,9.9,8,1,4.5,8,0.5,8,1,3.2,8,0.2,8,1,2.3,8,1.4,8,1,8.4,8,-2.2,8,1,0.5,8
2025,2,6,9.9,8,1,4.6,8,0.5,8,1,3.3,8,0.4,8,1,2.4,8,3,8,1,8.4,8,-1,8,1,0.5,8
2025,2,7,9.9,8,1,4.6,8,3.5,8,1,3.3,8,0,8,1,2.4,8,4.9,8,1,8.5,8,-3.3,8,1,0.6,8
2025,2,8,9.9,8,1,4.7,8,11,8,1,3.3,8,0.6,8,1,2.4,8,3.2,8,1,8.6,8,-3.3,8,1,0.6,8
2025,2,9,9.9,8,1,4.7,8,4.5,8,1,3.4,8,0.7,8,1,2.5,8,4.4,8,1,8.7,8,-1.1,8,1,0.6,8
2025,2,10,9.9,8,1,4.8,8,0,8,1,3.4,8,1,8,1,2.5,8,5.4,8,1,8.8,8,2.6,8,1,0.7,8
2025,2,11,9.9,8,1,4.9,8,0,8,1,3.5,8,3.5,8,1,2.5,8,8.8,8,1,8.9,8,-2.7,8,1,0.7,8
2025,2,12,9.9,8,1,4.9,8,1,8,1,3.5,8,0,8,1,2.6,8,12.7,8,1,9,8,-2.8,8,1,0.7,8
2025,2,13,9.9,8,1,4.9,8,0.5,8,1,3.5,8,1.1,8,1,2.6,8,9.3,8,1,9,8,3,8,1,0.8,8
2025,2,14,9.9,8,1,5,8,0,8,1,3.6,8,7.9,8,1,2.7,8,10.8,8,1,9.1,8,0.4,8,1,0.8,8
2025,2,15,9.9,8,1,5,8,0,8,1,3.6,8,6.7,8,1,2.8,8,13.4,8,1,9.2,8,-2.3,8,1,0.8,8
2025,2,16,9.9,8,1,5.1,8,0,8,1,3.6,8,3.7,8,1,2.8,8,13,8,1,9.3,8,4.4,8,1,0.8,8
2025,2,17,9.9,8,1,5.1,8,0,8,1,3.6,8,1.3,8,1,2.9,8,11,8,1,9.4,8,1.2,8,1,0.7,8
2025,2,18,9.9,8,1,5.2,8,10,8,1,3.7,8,0.5,8,1,3,8,3.7,8,1,9.5,8,-1.3,8,1,0.7,8
2025,2,19,9.9,8,1,5.2,8,4.5,8,1,3.7,8,0.4,8,1,3.1,8,3.9,8,1,9.6,8,-2.1,8,1,0.7,8
2025,2,20,9.9,8,1,5.3,8,9,8,1,3.7,8,1.8,8,1,3.2,8,4.1,8,1,9.7,8,-1.9,8,1,0.7,8
2025,2,21,9.9,8,1,5.4,8,6,8,1,3.7,8,1.4,8,1,3.3,8,4.7,8,1,9.9,8,-0.7,8,1,0.8,8
2025,2,22,9.9,8,1,5.5,8,7.5,8,1,3.7,8,1.4,8,1,3.4,8,4.3,8,1,10,8,-2.2,8,1,0.8,8
2025,2,23,9.9,8,1,5.6,8,3,8,1,3.7,8,2.3,8,1,3.5,8,4.2,8,1,10.1,8,-2.8,8,1,0.8,8
2025,2,24,9.9,8,1,5.7,8,8.5,8,1,3.7,8,1.9,8,1,3.5,8,5.4,8,1,10.2,8,-0.3,8,1,0.9,8
2025,2,25,9.9,8,1,5.8,8,0,8,1,3.7,8,10.2,8,1,3.6,8,10.3,8,1,10.4,8,-4.1,8,1,1,8
2025,2,26,9.9,8,1,5.9,8,0,8,1,3.8,8,2.7,8,1,3.6,8,10.6,8,1,10.5,8,6.4,8,1,1,8
2025,2,27,9.9,8,1,6,8,0,8,1,3.8,8,7.5,8,1,3.6,8,12.2,8,1,10.6,8,0.4,8,1,1.1,8
2025,2,28,9.9,8,1,6.1,8,0,8,1,3.9,8,3.1,8,1,3.7,8,14,8,1,10.7,8,3.2,8,1,1.2,8
2025,3,1,9.9,8,1,6.2,8,3,8,1,3.9,8,8.8,8,1,3.7,8,17.4,8,1,10.8,8,0.3,8,1,1.3,8
2025,3,2,10,8,1,6.3,8,35.5,8,1,3.9,8,0,8,1,3.8,8,14.1,8,1,10.9,8,9.5,8,1,1.4,8
2025,3,3,10,8,1,6.4,8,27,8,1,3.9,8,0.1,8,1,3.8,8,9.5,8,1,11,8,4.6,8,1,1.5,8
2025,3,4,10,8,1,6.5,8,30.5,8,1,3.9,8,0,8,1,3.9,8,5.9,8,1,11.1,8,2.7,8,1,1.6,8
2025,3,5,10,8,1,6.6,8,5,8,1,3.9,8,0,8,1,3.9,8,9,8,1,11.2,8,5.2,8,1,1.7,8
2025,3,6,10,8,1,6.7,8,3.5,8,1,3.9,8,0,8,1,4,8,6.8,8,1,11.3,8,2.2,8,1,1.8,8
2025,3,7,10,8,1,6.8,8,0.5,8,1,3.8,8,2.8,8,1,4.1,8,8.7,8,1,11.5,8,1.6,8,1,1.8,8
2025,3,8,10,8,1,6.9,8,0,8,1,3.8,8,8.3,8,1,4.1,8,10.4,8,1,11.6,8,-1.1,8,1,1.9,8
2025,3,9,10,8,1,7,8,0,8,1,3.8,8,10.3,8,1,4.2,8,13.2,8,1,11.7,8,-2.6,8,1,2,8
2025,3,10,10,8,1,7.1,8,0,8,1,3.8,8,8.7,8,1,4.3,8,15,8,1,11.9,8,-0.7,8,1,2,8
2025,3,11,10,8,1,7.2,8,0,8,1,3.8,8,7.8,8,1,4.4,8,16.9,8,1,12,8,5.2,8,1,2,8
2025,3,12,10,8,1,7.3,8,0,8,1,3.8,8,7.1,8,1,4.5,8,16.8,8,1,12.2,8,3.4,8,1,2.1,8
2025,3,13,10,8,1,7.4,8,0,8,1,3.8,8,2.5,8,1,4.6,8,14.2,8,1,12.4,8,1.7,8,1,2.2,8
2025,3,14,10,8,1,7.5,8,0,8,1,3.9,8,9.6,8,1,4.7,8,16,8,1,12.5,8,0.8,8,1,2.2,8
2025,3,15,10,8,1,7.7,8,8,8,1,4,8,0,8,1,4.7,8,8.3,8,1,12.7,8,3.3,8,1,2.3,8
2025,3,16,10,8,1,7.8,8,27,8,1,4,8,0,8,1,4.8,8,7.9,8,1,12.9,8,3.8,8,1,2.4,8
2025,3,17,10,8,1,7.9,8,10.5,8,1,4.1,8,0.6,8,1,4.8,8,7,8,1,13,8,0.3,8,1,2.5,8
2025,3,18,10,8,1,8,8,13,8,1,4.1,8,3.2,8,1,4.8,8,9.2,8,1,13.2,8,-0.9,8,1,2.6,8
2025,3,19,10,8,1,8.2,8,2,8,1,4.1,8,4.6,8,1,4.9,8,8.9,8,1,13.3,8,-1.5,8,1,2.7,8
2025,3,20,10,8,1,8.3,8,0,8,1,4.1,8,6.2,8,1,4.9,8,12.1,8,1,13.4,8,-0.8,8,1,2.8,8
2025,3,21,10,8,1,8.4,8,0,8,1,4.1,8,11.5,8,1,4.9,8,16.7,8,1,13.5,8,9.8,8,1,2.8,8
2025,3,22,10,8,1,8.5,8,0,8,1,4.1,8,11.5,8,1,4.9,8,20.9,8,1,13.6,8,13.8,8,1,2.9,8
2025,3,23,10,8,1,8.6,8,0,8,1,4.1,8,11.6,8,1,4.9,8,19.8,8,1,13.7,8,7.9,8,1,3,8
2025,3,24,10,8,1,8.7,8,0,8,1,4.1,8,7.3,8,1,5,8,21.6,8,1,13.8,8,6.9,8,1,3.1,8
2025,3,25,10,8,1,8.8,8,0,8,1,4,8,10.6,8,1,5,8,23.7,8,1,14,8,16.6,8,1,3.3,8
2025,3,26,10,8,1,9,8,0,8,1,4,8,10.2,8,1,5,8,22.5,8,1,14.1,8,8.7,8,1,3.4,8
2025,3,27,10,8,1,9.1,8,12.5,8,1,4,8,3.8,8,1,5.1,8,25.8,8,1,14.3,8,8.9,8,1,3.5,8
2025,3,28,10,8,1,9.3,8,6.5,8,1,4,8,0,8,1,5.2,8,16.4,8,1,14.4,8,6.4,8,1,3.6,8
2025,3,29,10,8,1,9.4,8,0.5,8,1,4,8,5.6,8,1,5.2,8,12.3,8,1,14.6,8,2.6,8,1,3.8,8
2025,3,30,10,8,1,9.6,8,0,8,1,4,8,1.2,8,1,5.3,8,8.7,8,1,14.8,8,-0.8,8,1,3.9,8
2025,3,31,10,8,1,9.8,8,0,8,1,4,8,11.7,8,1,5.4,8,11.9,8,1,15,8,-3.1,8,1,4.1,8
2025,4,1,10,8,1,10,8,0,8,1,4,8,6.5,8,1,5.5,8,13.7,8,1,15.2,8,-0.7,8,1,4.2,8
2025,4,2,10,8,1,10.2,8,0,8,1,4,8,1.9,8,1,5.5,8,16.5,8,1,15.4,8,3.7,8,1,4.4,8
2025,4,3,10,8,1,10.3,8,3.5,8,1,4,8,0.3,8,1,5.6,8,11.7,8,1,15.6,8,5.3,8,1,4.5,8
2025,4,4,10,8,1,10.5,8,0,8,1,4,8,9.6,8,1,5.7,8,15.3,8,1,15.8,8,1.7,8,1,4.7,8
2025,4,5,10,8,1,10.7,8,1,8,1,3.9,8,7.2,8,1,5.7,8,19.5,8,1,16,8,1,8,1,4.8,8
2025,4,6,10,8,1,10.9,8,0.5,8,1,3.9,8,8.3,8,1,5.8,8,15.3,8,1,16.2,8,4.8,8,1,5,8
2025,4,7,10,8,1,11,8,0,8,1,3.8,8,12,8,1,5.8,8,17.6,8,1,16.3,8,2.6,8,1,5.1,8
2025,4,8,10,8,1,11.2,8,0,8,1,3.8,8,7.3,8,1,5.8,8,22.4,8,1,16.5,8,4.1,8,1,5.3,8
2025,4,9,10,5,1,11.4,8,0,8,1,3.8,8,11.6,8,1,5.9,8,20.7,5,1,16.7,8,3.2,5,1,5.5,8
2025,4,10,10,8,1,11.6,8,20.5,8,1,3.7,8,5.1,8,1,5.9,8,22.2,8,1,16.9,8,9,8,1,5.7,8
2025,4,11,10,8,1,11.8,8,0,8,1,3.7,8,6.9,8,1,6,8,19,8,1,17.1,8,7.2,8,1,5.8,8
2025,4,12,10,8,1,12,8,0,8,1,3.7,8,6.6,8,1,6,8,20.7,8,1,17.3,8,5,8,1,6,8
2025,4,13,10,8,1,12.2,8,11,8,1,3.7,8,6.1,8,1,6.1,8,17.8,8,1,17.5,8,9.1,8,1,6.2,8
2025,4,14,10,8,1,12.4,8,14.5,8,1,3.7,8,2.4,8,1,6.1,8,13.5,8,1,17.7,8,7.3,8,1,6.4,8
2025,4,15,10,8,1,12.5,8,21.5,8,1,3.7,8,2.9,8,1,6.2,8,12.4,8,1,18,8,5.6,8,1,6.6,8
2025,4,16,10,8,1,12.7,8,0,8,1,3.6,8,10.7,8,1,6.2,8,19.1,8,1,18.2,8,4.3,8,1,6.8,8
2025,4,17,10,8,1,12.9,8,0,8,1,3.6,8,9.6,8,1,6.2,8,25.9,8,1,18.4,8,15.3,8,1,7,8
2025,4,18,10,8,1,13.1,8,0,8,1,3.6,8,9.9,8,1,6.3,8,27,8,1,18.6,8,16,8,1,7.2,8
2025,4,19,10,8,1,13.3,8,0,8,1,3.6,8,10.5,8,1,6.3,8,24.3,8,1,18.8,8,14.5,8,1,7.4,8
2025,4,20,10,8,1,13.5,8,0.5,8,1,3.7,8,0,8,1,6.3,8,20.3,8,1,18.9,8,12.9,8,1,7.5,8
2025,4,21,10,8,1,13.6,8,0,8,1,3.7,8,12.1,5,1,6.4,8,22,8,1,19.1,8,11.3,8,1,7.7,8
2025,4,22,10,8,1,13.8,8,9,8,1,3.7,8,2.4,8,1,6.4,8,25.1,8,1,19.3,8,9.6,8,1,7.8,8
2025,4,23,10,8,1,14,8,10,8,1,3.7,8,0,8,1,6.5,8,17.3,8,1,19.4,8,11.1,8,1,8,8
2025,4,24,10,8,1,14.1,8,0.5,8,1,3.7,8,6.2,8,1,6.5,8,17.4,8,1,19.6,8,11.1,8,1,8.1,8
2025,4,25,10,8,1,14.3,8,0,8,1,3.7,8,5.1,8,1,6.6,8,17.5,8,1,19.8,8,4.4,8,1,8.3,8
2025,4,26,10,8,1,14.5,8,0,8,1,3.7,8,12.7,8,1,6.6,8,18.3,8,1,20,8,2.5,8,1,8.4,8
2025,4,27,10,8,1,14.7,8,0,8,1,3.7,8,9.4,8,1,6.7,8,24.1,8,1,20.2,8,5.5,8,1,8.6,8
2025,4,28,10,8,1,14.9,8,0,8,1,3.7,8,4.4,8,1,6.7,8,20.6,8,1,20.4,8,10.5,8,1,8.8,8
2025,4,29,10,8,1,15.1,8,0,8,1,3.8,8,11.2,8,1,6.8,8,18,8,1,20.6,8,5.5,8,1,9,8
2025,4,30,10,8,1,15.3,8,0,8,1,3.8,8,12.8,8,1,6.8,8,21.7,8,1,20.8,8,3.3,8,1,9.2,8
2025,5,1,10,8,1,15.5,8,0,8,1,3.9,8,11.5,8,1,6.8,8,27.6,8,1,21,8,7.6,8,1,9.4,8
2025,5,2,10.1,8,1,15.6,8,10.5,8,1,4,8,7.3,8,1,6.8,8,18.3,8,1,21.2,8,7.3,8,1,9.6,8
2025,5,3,10.1,8,1,15.8,8,5.5,8,1,4.1,8,4.7,8,1,6.8,8,23,8,1,21.4,8,5.6,8,1,9.8,8
2025,5,4,10.1,8,1,16,8,0,8,1,4.2,8,9.4,8,1,6.8,8,18.5,8,1,21.5,8,6.5,8,1,10,8
2025,5,5,10.1,8,1,16.1,8,0,8,1,4.4,8,9.5,8,1,6.7,8,22.1,8,1,21.7,8,5.7,8,1,10.1,8
2025,5,6,10.1,8,1,16.2,8,20.5,8,1,4.6,8,3.3,8,1,6.7,8,22.4,8,1,21.8,8,11.9,8,1,10.3,8
2025,5,7,10.1,8,1,16.3,8,0,8,1,4.8,8,12.7,8,1,6.7,8,20.2,8,1,21.8,8,8.9,8,1,10.4,8
2025,5,8,10.1,8,1,16.4,8,0,8,1,4.9,8,10.5,8,1,6.6,8,23.5,8,1,21.9,8,6.6,8,1,10.5,8
2025,5,9,10.1,8,1,16.5,8,19.5,8,1,5,8,0,8,1,6.6,8,21,8,1,22,8,11.1,8,1,10.6,8
2025,5,10,10.1,8,1,16.6,8,0,8,1,5.1,8,8.6,8,1,6.6,8,22.1,8,1,22,8,16.1,8,1,10.7,8
2025,5,11,10.1,8,1,16.7,8,0,8,1,5.1,8,0,8,1,6.6,8,18.3,8,1,22.1,8,14.5,8,1,10.8,8
2025,5,12,10.1,8,1,16.8,8,0,8,1,5,8,9.6,8,1,6.6,8,20.4,8,1,22.2,8,9.4,8,1,10.9,8
2025,5,13,10.1,8,1,16.9,8,0,8,1,4.9,8,12.3,8,1,6.6,8,25,8,1,22.3,8,7.2,8,1,11.1,8
2025,5,14,10.1,8,1,17,8,0,8,1,4.7,8,11.9,8,1,6.7,8,25.5,8,1,22.4,8,10.4,8,1,11.2,8
2025,5,15,10.1,8,1,17.1,8,0,8,1,4.5,8,5,8,1,6.7,8,26.8,8,1,22.6,8,11.7,8,1,11.3,8
2025,5,16,10.1,8,1,17.2,8,3,8,1,4.3,8,0.1,8,1,6.8,8,26.9,8,1,22.7,8,17.3,8,1,11.4,8
2025,5,17,10.1,8,1,17.4,8,10.5,8,1,4,8,1.4,8,1,6.8,8,22.2,8,1,22.9,8,16.1,8,1,11.5,8
2025,5,18,10.1,8,1,17.5,8,2.5,8,1,3.8,8,0,8,1,6.9,8,19.4,8,1,23.1,8,13.3,8,1,11.7,8
2025,5,19,10.1,8,1,17.7,8,0,8,1,3.7,8,12.2,8,1,7,8,24.9,8,1,23.2,8,11.7,8,1,11.8,8
2025,5,20,10.1,8,1,17.8,8,0,8,1,3.5,8,12.8,8,1,7,8,28.5,8,1,23.4,8,16.4,8,1,11.9,8
2025,5,21,10.1,8,1,17.9,8,11.5,8,1,3.4,8,5.7,8,1,7,8,29.3,8,1,23.6,8,18.6,8,1,12.1,8
2025,5,22,10.1,8,1,18.1,8,0,8,1,3.4,8,0,8,1,7,8,21.6,8,1,23.7,8,15.6,8,1,12.2,8
2025,5,23,10.1,8,1,18.2,8,0,8,1,3.3,8,6.2,8,1,7,8,21.2,8,1,23.8,8,12.6,8,1,12.3,8
2025,5,24,10.1,8,1,18.3,8,36.5,8,1,3.4,8,0,8,1,7,8,18.1,8,1,23.9,8,14.6,8,1,12.5,8
2025,5,25,10.1,8,1,18.4,8,6.5,8,1,3.4,8,1.3,8,1,6.9,8,17,8,1,24,8,9.2,8,1,12.6,8
2025,5,26,10.1,8,1,18.5,8,0,8,1,3.5,8,6.9,8,1,6.9,8,20.8,8,1,24,8,7.5,8,1,12.8,8
2025,5,27,10.1,8,1,18.6,8,0,8,1,3.5,8,13,8,1,6.8,8,26,8,1,24.1,8,9.8,8,1,13,8
2025,5,28,10.1,8,1,18.7,8,0,8,1,3.6,8,10.6,8,1,6.8,8,25.5,8,1,24.2,8,8.4,8,1,13.1,8
2025,5,29,10.1,8,1,18.8,8,0,8,1,3.6,8,3.4,8,1,6.8,8,25.1,8,1,24.3,8,11.3,8,1,13.3,8
2025,5,30,10.1,8,1,18.9,8,0,8,1,3.6,8,2.4,8,1,6.7,8,23.5,8,1,24.3,8,13.6,8,1,13.5,8
2025,5,31,10.1,8,1,19,8,0,8,1,3.6,8,10.1,8,1,6.7,8,23.5,8,1,24.4,8,10.6,8,1,13.6,8
2025,6,1,10.1,8,1,19.2,8,0,8,1,3.6,8,10.6,8,1,6.6,8,21.4,8,1,24.5,8,13.7,8,1,13.8,8
2025,6,2,10.1,8,1,19.3,8,0,8,1,3.6,8,1.3,8,1,6.6,8,26.3,8,1,24.7,8,11.7,8,1,14,8
2025,6,3,10.1,8,1,19.4,8,19,8,1,3.5,8,0.4,8,1,6.5,8,22.5,8,1,24.8,8,17,8,1,14.2,8
2025,6,4,10.1,8,1,19.6,8,0,8,1,3.5,8,13.6,8,1,6.4,8,25.5,8,1,24.9,8,14.2,8,1,14.4,8
2025,6,5,10.1,8,1,19.7,8,0,8,1,3.5,8,13.5,8,1,6.4,8,26.5,8,1,25,8,14.3,8,1,14.6,8
